BLM_KEY,GEO_STATE,DIST_RA,RA,SITE_ID,MINE_NAME,MILS_ID,CRIBMRDS,STATE_ID,PRI_COMDTY,USGS_QUAD,UTM_ZONE,NORTHING,EASTING,TOWNSHIP,RANGE,SECTION,SUBDIV,MERIDIAN,COUNTYCD,SURF_OWN,MIN_OWN,ELEVATION,Secondary Commodity,Site is in,Within mile(s) of,VIS_ROAD,VIS_TRAIL,VIS_POPUL,DIFFICULTY,ACCESS_LEN,ACCESS_WID,Road Log,ACCESS_AC,HUMAN_USE,HUMAN_DES,SITE_ACRES,GEN_SLOPE,FLOODPLAIN,REC_MINACT,MINACT_DES,NO_OP_ADIT,NO_CL_ADIT,NO_OP_INCL,NO_CL_INCL,NO_OP_SHFT,NO_CL_SHFT,NO_STOPES,NO_OTH_OP,OTH_TYPE,NO_TRENCH,TRENCH_LEN,NO_PROSP,NO_OP_DH,NO_PIT_G30,NO_PIT_L30,PT_HIGHWAL,WASDMP_L01,WASDMP01_5,WASDMP_G5,TAILS_L_01,TAILS_01_5,TAILS_G5,NO_HEAPS,NO_DREDGE,NO_PONDS,NO_DAMS,NO_MILLS,MILL_TYPE,NO_EXPLSV,EXPLSV_DES,EQUIP_MACH,HEADFRAMES,TREST_TRAM,POWERLINES,STRUCTURES,STRUCT_TYP,STRUCT_CON,STRUCT_LOK,HOMESITES,OTHER_FEAT,VEG_COND,REVEG_EVID,REVEG_DESC,ANIML_EVID,ANIML_PRES,ANIML_DES,STAIN_SOIL,STAIN_DESC,SULF_MIN,SULFMINTYP,TAILS,FLOW_H2O,FLOW_PH,FLOW_COND,FLOW_GPM,STAND_H2O,STAND_PH,STAND_COND,TAILS_H2O,TAILS_PH,TAILS_COND,TAILS_GPM,WASTE_H2O,WASTE_PH,WASTE_COND,WASTE_GPM,ORE_H2O,ORE_PH,ORE_COND,ORE_GPM,AJ_GRD_H2O,AJ_GRD_PH,AJ_GRD_CON,AJ_GRD_GPM,AJ_GRD_DIS,AJ_SUR_H2O,AJ_SUR_PH,AJ_SUR_CON,AJ_SUR_GPM,AJ_SUR_DIS,AM_SURFH2O,AM_SURF_PH,AM_SURFCON,AM_SURFGPM,AM_SURFDST,BM_SURFH2O,BM_SURF_PH,BM_SURFCON,BM_SURFGPM,BM_SURFDST,AQUA_LIFE,AQUA_LOC,AQUA_DESCR,H2O_BEDCLR,NO_SAMPLES,CHEM_PILES,ACID_ODOR,ASBESTOS,PETROCHEMS,DUMPSITES,POWER_SUBS,TRANSFORMS,BARREL_TNK,LEAKING,CONTENTS,UNDRG_STOR,STOR_DESCR,OTHER,BACKG_RAD,ADIT_RAD,ADIT_WL,SHAFT_RAD,SHAFT_WL,OTHER_RAD,OTHER_WL,RILLS,GULLIES,SHEETWASH,UNSTABL_RX,SLOPE_INST,WIND_EROS,MITIG_STAT,MIT_FENCED,MIT_SIGNS,HAZ_MITIG,OTHER_MIT,MIT_COND,SITE_IDTAG,TAG_LOCT,THREATNED,CULTURAL,HISTORIC,OTHERH,OTHERDES,DATE,MAX_PDOP,RCVR_TYPE,FILT_POS,STD_DEV,GPS_HEIGHT,FIPSCODE,LONGITUDE,LATITUDE,LASTUDDATE,LASTUDTIME,LASTUDUSER,QUADNAME,SITENAME,COUNTY,WATERSHED,CONGRDIST,ALIASES,DATEADDED,ADDEDBY,CREATED DATE,LAST UPDATE,EST COST,ACT COST,AUTHORITY,ENV ASSESSMENT,NOTICE INTENT,FINAL EIS,ON THE GROUND WORK,DATA C_ENVIR,DATE C_INTENT,DATE C_EIS,DATE C_GROUND,PRP SEA,PRP NAME,PRP NAME2,PRP NAME3,FUNDS CONTRIBUTED,FUNDS CONTRIBUTED1,FUNDS CONTRIBUTED2,FUNDS CONTRIBUTED3,Condition
CO038800583,CO,388,,583,Unknown,,,,650,,12,4229070,689050,46N,18W,34,SWSWSE,23,85,BLM,BLM,,,,,2,,,HIKE,,,,,N,,0.3,0-10,NA,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,LOADOUT,FAIR,,,,S,Y,"SAGE, GRASS",Y,,DROPPINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,0.1,,,,,,,,NONE,,,,,,Y,LOADOUT,FALSE,FALSE,FALSE,FALSE,,9/5/95,,,,,,08085,-108,38.19240961,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800584,CO,388,,584,Patty No. 8,,,,650,,12,4229200,687150,46N,18W,34,NWSWSE,23,85,BLM,BLM,,,,,1,,,HIKE,,,,,N,,0.1,11-35,NA,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,0.05,,N,N,N,N,N,N,,,,,,,Y,ADIT,FALSE,FALSE,FALSE,FALSE,,9/5/95,,,,,,08085,-108,38.1939773,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800585,CO,388,,585,Unknown,,,,650,,12,4228995,689067,45N,18W,3,NWNWNE,23,85,BLM,BLM,,,,,1,,,HIKE,,,,,N,,0.6,11-35,NA,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,POWDER MAG,POOR,,,,S,Y,PINON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,N,Y,N,N,N,N,NONE,,,,,,Y,DRILL ROD,FALSE,FALSE,FALSE,FALSE,,9/5/95,,,,,,08085,-108,38.19173056,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800586,CO,388,,586,Unknown,,,,650,,12,4229043,688852,45N,18W,3,NENENW,23,85,BLM,BLM,,,,,2,,,4WD,,,,,N,,0.1,0-10,NA,N,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LOADOUT,POOR,,,,S,Y,"GRASS,CEDAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,0.1,,N,N,N,N,N,N,NONE,,,,,,Y,,FALSE,FALSE,FALSE,FALSE,,9/5/95,,,,,,08085,-108,38.19220798,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800587,CO,388,,587,Unknown,,,,650,,12,4228995,688677,45N,18W,3,NWNENW,23,85,BLM,BLM,,,,,,1,,2WD,,,,,N,,0.1,0-10,NA,N,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,S,Y,CEDARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,N,N,N,N,N,N,NONE,,,,,,Y,DRILL ROD,FALSE,FALSE,FALSE,FALSE,,9/6/95,,,,,,08085,-108,38.19181235,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800588,CO,388,,588,Unknown,,,,650,,12,4228955,688514,45N,18W,3,SWNENW,23,85,BLM,BLM,,,,,1,,,4WD,,,,,N,,1.9,>35,NA,N,,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,STORAGE,POOR,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,0.14,,0.16,,N,N,N,Y,Y,N,NONE,,,,,,Y,ADIT,FALSE,FALSE,FALSE,FALSE,,9/6/95,,,,,,08085,-108,38.19148622,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800589,CO,388,,589,Unknown,,,,650,,12,4228760,688420,45N,18W,3,NENWNW,23,85,BLM,BLM,,,,,,2,,HIKE,,,,,N,,1.5,>35,NA,N,,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LOADOUT,FAIR,,,,S,Y,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,N,Y,N,N,N,N,NONE,,,,,,Y,,FALSE,FALSE,FALSE,FALSE,,9/6/95,,,,,,08085,-108,38.18974962,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800590,CO,388,,590,Unknown,,,,650,,12,4228840,688260,45N,18W,3,NWNWNW,23,85,BLM,BLM,,,,,3,,,4WD,,,,,N,,0.1,0-10,NA,N,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LOADOUT,POOR,,,,S,Y,"GRASS,SAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,0.11,,N,N,N,N,N,N,NONE,,,,,,Y,LOADOUT,FALSE,FALSE,FALSE,FALSE,,9/6/95,,,,,,08085,-108,38.1905036,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800592,CO,388,,592,Unknown,,,,650,,12,4228893,688205,45N,18W,3,NWNWNWN,23,85,BLM,BLM,,,,,1,,,4WD,,,,,N,,1.1,0-10,NA,N,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LOADOUT,POOR,,,,S,Y,"SAGEBRUSH, GRASS",Y,,COW MANURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,0.21,,N,N,N,N,N,N,-,Y,,,,FAIR,Y,ADIT,FALSE,FALSE,FALSE,FALSE,,9/6/95,,,,,,08085,-108,38.19099244,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800593,CO,388,,593,Unknown,,,,650,,12,4228700,688101,45N,18W,4,SENENE,23,85,BLM,BLM,,,,,2,,,HIKE,,,,,N,,1.7,11-35,NA,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LOADOUT,FAIR,,,,S,Y,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,0.09,,,,,,,,-,Y,,,,POOR,Y,FENCE,FALSE,FALSE,FALSE,FALSE,,9/7/95,,,,,,08085,-108,38.1892759,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800594,CO,388,,594,Starlight No. 7,,,,650,,12,4228730,687863,45N,18W,4,NENENE,23,85,BLM,BLM,,,,,2,,,2WD,,,,,N,,0.8,11-35,NA,N,,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,Y,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.07,,N,Y,N,Y,Y,N,-,,,,,POOR,Y,ADIT,FALSE,FALSE,FALSE,FALSE,,9/7/95,,,,,,08085,-108,38.18959577,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800595,CO,388,,595,Unknown,,,,650,,12,4228520,687860,45N,18W,4,SWNENE,23,85,BLM,BLM,,,,,1,,,HIKE,,,,,Y,BEER CANS,2,>35,NA,N,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,Y,"GRASS, SAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,0.08,,N,Y,N,N,N,N,-,Y,,,,,Y,ADIT,FALSE,FALSE,FALSE,FALSE,,9/7/95,,,,,,08085,-108,38.18770502,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800596,CO,388,,596,Unknown,,,,650,,12,4202640,686820,43N,18W,29,SESWSE,23,113,BLM,BLM,,,,,2,,,2WD,,,,,N,,0.3,0-10,NA,N,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,Y,"SAGE, GRASSES",Y,,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,N,N,N,N,N,N,NONE,,,,,,N,,FALSE,FALSE,FALSE,FALSE,,10/17/95,,,,,,08113,-108,37.95482488,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800597,CO,388,,597,Unknown,,,,650,,12,4229280,687080,46N,18W,33,NWSESW,23,85,BLM,BLM,,,,,3,,,HIKE,,,,,N,,2.8,11-35,NA,N,,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"SHED, POWDER MAG",POOR,,,,S,Y,"PINON, GRASSES",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,N,N,N,Y,N,N,-,Y,,,,,Y,,FALSE,FALSE,FALSE,FALSE,,9/22/95,,,,,,08085,-108,38.19471237,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800598,CO,388,,598,Unknown,,,,650,,12,4229520,687080,46N,18W,33,NWNESW,23,85,BLM,BLM,,,,,3,,,2WD,,,,,N,,0.1,11-35,NA,N,,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,,"GRASS, SAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,N,N,N,Y,Y,N,NONE,,,,,,Y,,FALSE,FALSE,FALSE,FALSE,,9/7/95,,,,,,08085,-108,38.19687395,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800599,CO,388,,599,Unknown,,,,650,,12,4229350,685220,46N,18W,34,NESWSW,23,85,BLM,BLM,,,,,3,,,2WD,,,,,,,0.5,11-35,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,0.27,,N,N,N,Y,N,N,NONE,,,,,,Y,,FALSE,FALSE,FALSE,FALSE,,9/8/95,,,,,,08085,-108,38.19572732,,,,Bull Canyon,,Montrose,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800600,CO,388,,600,Unknown,,,,650,,12,4203242,685836,43N,18W,29,SWNWSW,23,113,BLM,BLM,,,,,2,,,2WD,,,,1,N,,1,0-10,NA,N,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,Y,"SAGE, GRASSES",Y,,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,0.02,,N,N,N,N,N,N,NONE,,,,,,Y,,FALSE,FALSE,FALSE,FALSE,,9/8/95,,,,,,08113,-108,37.960449,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800601,CO,388,,601,Unknown,,,,650,,12,4203594,685719,43N,18W,30,SESENE,23,113,BLM,BLM,,,,,3,,,2WD,,,,,N,,1.7,0-10,NA,N,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,Y,"GRASSES, OAK",Y,,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,0.04,,N,N,N,N,N,N,NONE,,,,,,Y,DECLINE,FALSE,FALSE,FALSE,FALSE,,9/18/95,,,,,,08113,-108,37.96364343,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800602,CO,388,,602,Unknown,,,,650,,12,4203615,685898,43N,18W,29,SWSWNW,23,113,BLM,BLM,,,,,1,,,4WD,,,,,N,,0.1,0-10,NA,N,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,Y,"GRASSES, SAGE",Y,,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,NONE,,,,,,Y,-,FALSE,FALSE,FALSE,FALSE,,9/18/95,,,,,,08113,-108,37.96379594,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800603,CO,388,,603,Unknown,,,,650,,12,4203650,686001,42N,18W,29,SESWNW,23,113,BLM,BLM,,,,,1,,,4WD,,,,,N,,0.5,0-10,NA,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,H,Y,"GRASSES, BUSHES",Y,,COW MANURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,N,N,N,N,N,N,-,,,,RECLAIMED,GOOD,Y,,FALSE,FALSE,FALSE,FALSE,,9/18/95,,,,,,08113,-108,37.9640901,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800604,CO,388,,604,Unknown,,,,650,,12,4203051,686010,43N,18W,29,NESWSW,23,113,BLM,BLM,,,,,1,,,2WD,,,,,N,,0.2,0-10,NA,N,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,Y,"PINES, GRASSES",Y,,"COWS, DROPPINGS",N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,N,N,N,N,N,N,NONE,,,,,,Y,,FALSE,FALSE,FALSE,FALSE,,9/19/95,,,,,,08113,-108,37.95869302,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800605,CO,388,,605,Unknown,,,,650,,12,4203310,686160,43N,18W,29,NENWSW,23,113,BLM,BLM,,,,,1,,,2WD,,,,,N,,0.4,0-10,NA,N,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,Y,"PINES, SAGE",Y,,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,0.02,,N,Y,N,Y,N,N,NONE,,,,,,Y,,FALSE,FALSE,FALSE,FALSE,,9/19/95,,,,,,08113,-108,37.96099512,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800606,CO,388,,606,Unknown,,,,650,,12,4203491,686169,43N,18W,29,NWNESW,23,113,BLM,BLM,,,,,1,,,2WD,,,,,N,,1,0-10,NA,N,,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,Y,,Y,,"RABBITS, COWS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,0.1,,N,N,N,Y,N,N,NONE,,,,,,Y,LOADOUT,FALSE,FALSE,FALSE,FALSE,,10/10/95,,,,,,08113,-108,37.96262355,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800607,CO,388,,607,Unknown,,,,650,,12,4202952,686194,,,,,23,,BLM,BLM,,,,,2,,,2WD,,,,,N,,1,0-10,NA,,,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,H,Y,"GRASSES, TREES",Y,,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,N,N,N,N,N,N,NONE,,,,,,Y,POST,FALSE,FALSE,FALSE,FALSE,,10/10/95,,,,,,08000,-108,37.95776362,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800609,CO,388,,609,Unknown,,,,650,,12,4205900,686550,,,,,23,113,BLM,BLM,,,,,3,,,2WD,,,,,N,,1.1,0-10,NA,N,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,S,Y,"GRASS, SHRUBS",Y,,"COWS, DEER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,N,N,N,N,N,N,-,,,,,FAIR,Y,,FALSE,FALSE,FALSE,FALSE,,10/10/95,,,,,,08113,-108,37.98424323,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800610,CO,388,,610,Unknown,,,,650,,12,4202950,686580,,,,,23,113,BLM,BLM,,,,,3,,,2WD,,,,,N,,0.3,0-10,NA,N,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,H,Y,"GRASS, PINES, CEDAR",Y,,COWS,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,N,N,N,Y,N,N,NONE,,,,,,Y,,FALSE,FALSE,FALSE,FALSE,,10/12/95,,,,,,08113,-108,37.95766639,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800611,CO,388,,611,May Day Mine,,,,650,,12,4203078,686549,,,,,23,113,BLM,BLM,,,,,1,,,HIKE,,,,,N,,1.5,11-35,IN,N,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LOADOUT,POOR,,,,S,Y,,Y,,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,N,Y,N,N,N,N,NONE,,,,,,Y,DUMP,FALSE,FALSE,FALSE,FALSE,,10/12/95,,,,,,08113,-108,37.95882566,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800612,CO,388,,612,Unknown,,,,650,,12,4209990,686440,43N,18W,29,NWSESW,23,113,BLM,BLM,,,,,3,,,2WD,,,,,N,,2.7,0-10,NA,N,,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LOADOUT,POOR,,,,S,Y,"GRASSES, BRUSH",Y,,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,0.03,,N,N,N,Y,N,N,NONE,,,,,,Y,LOADOUT,FALSE,FALSE,FALSE,FALSE,,9/26/95,,,,,,08113,-108,38.02110431,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
CO038800613,CO,388,,613,Unknown,,,,650,,12,4210050,686480,43N,18W,29,SWNESW,23,113,BLM,BLM,,,,,2,,,2WD,,,,,N,,2.2,0-10,NA,N,,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,H,Y,"GRASSES, CACTUS",Y,,"COWS, DROPPINGS, COYOTE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,0.35,,N,Y,N,Y,N,N,NONE,,,,,,Y,ADIT,FALSE,FALSE,FALSE,FALSE,,9/28/95,,,,,,08113,-108,38.0216365,,,,Egnar,,San Miguel,Upper Dolores,03,,8/31/99,conversion,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,
